,name,label,text
3698,Ses03F_impro07_F034,hap,"[LAUGHTER]. No, you'd get used to it."
3699,Ses03F_impro07_M034,hap,"Hey, I'm already getting used to it."
3700,Ses03F_impro07_F035,hap,"[LAUGHTER]. Oh, Joe, I'm so happy."
3701,Ses03F_impro07_M035,hap,"Me too, Isabella."
3702,Ses03F_impro04_F000,fru,"I don't know, Brian, if they uh--it's been three years."
3703,Ses03F_impro04_M000,neu,"Hey, you just got to keep on going."
3704,Ses03F_impro04_F001,fru,"No, I don't know, I--maybe this isn't for me. You know, maybe this isn't the right business for me."
3705,Ses03F_impro04_M001,neu,"No, don't think like that."
3706,Ses03F_impro04_F002,sad,"I just, I see all these other people getting commercials and work and it's like I'm not getting anything."
3707,Ses03F_impro04_F003,fru,I have no money behind me. Nothing. I'm twenty five and--
3708,Ses03F_impro04_M002,neu,Russel Crowe wasn't forty until he got his big stuff.
3709,Ses03F_impro04_M003,neu,"If you really want to do it-I mean,"
3710,Ses03F_impro04_F004,fru,So I'll have to wait twenty five years-
3711,Ses03F_impro04_M004,neu,you got to do.
3712,Ses03F_impro04_F005,fru,"-just going and auditioning and auditioning and rejection after refection, it's like--"
3713,Ses03F_impro04_M005,neu,You could. You could. We just--
3714,Ses03F_impro04_M006,neu,we're just pooling our funds together.
3715,Ses03F_impro04_F006,fru,"I know, I just don't know if I can handle it. I mean, you're helping me so much financially it's like I can't survive on my own without you. I don't like that."
3716,Ses03F_impro04_M007,neu,You don't owe me anything.
3717,Ses03F_impro04_F007,fru,I feel like I'm not doing anything. Like I'm not giving anything into this world.
3718,Ses03F_impro04_M008,neu,"You are, you're going to class, you're learning, you're getting better. When you finally get that role you're going to be prepared."
3719,Ses03F_impro04_F008,fru,"Yeah, but what if I never make it? What if I studied all my life, this theatre, this acting, and I'm never going to get anywhere. I'm never going to be able to have a job."
3720,Ses03F_impro04_M009,neu,"Oh my God, Anna, you're still young. Don't even think about that."
3721,Ses03F_impro04_F009,fru,Time is passing by. Every year it's
3722,Ses03F_impro04_F010,fru,a part left than I can do.
3723,Ses03F_impro04_M010,neu,"You're only twenty five, okay? Some people don't start until they're thirty five."
3724,Ses03F_impro04_F011,sur,Really?
3725,Ses03F_impro04_M011,neu,Yeah.
3726,Ses03F_impro04_F012,fru,"I don't know, I just [BREATHING] I get frustrated"
3727,Ses03F_impro04_M012,neu,What would you do- What would you do if you didn't? You can go to law school.
3728,Ses03F_impro04_F013,fru,That's the thing. I don't know. I don't know anything.
3729,Ses03F_impro04_F014,fru,Law school? Maybe.
3730,Ses03F_impro04_F015,xxx,"I don't know. I don't know anything other than this, though, is the problem. This is my life. This is what I built everything about, you know."
3731,Ses03F_impro04_M013,neu,See? So you can't just quit now.
3732,Ses03F_impro04_F016,xxx,"I mean, I could go to law school, but I'm just not passionate about it, you know? Like I'm not--it doesn't drive me, it doesn't motivate me. I--"
3733,Ses03F_impro04_M014,neu,Have you been going to auditions and stuff?
3734,Ses03F_impro04_F017,fru,"Yeah. I mean, I get a call-back and stuff, but-"
3735,Ses03F_impro04_F018,fru,"I just, I need a break. I need something to break me out."
3736,Ses03F_impro04_M015,neu,How's the job? Still waiting tables at Denny's?
3737,Ses03F_impro04_F019,xxx,Yeah. Unfortunately.
3738,Ses03F_impro04_F020,xxx,"Yeah, so I go to--get an education for four years and I'm waiting tables at Denny's."
3739,Ses03F_impro04_M016,neu,"Well, they tip well."
3740,Ses03F_impro04_F021,fru,[BREATHING] Brian-
3741,Ses03F_impro04_F022,sad,it's not funny. I just don't know what I'm going to do.
3742,Ses03F_impro04_M017,neu,Maybe you could start teaching. I don't know.
3743,Ses03F_impro04_F023,sad,"Yeah, I guess I could."
3744,Ses03F_impro04_M018,neu,"Go back to school. You know? Another three more years, get your master's."
3745,Ses03F_impro04_F024,sad,Yeah
3746,Ses03F_impro04_M019,neu,"Close to thirty. Oof, it's going to be tough."
3747,Ses03F_impro04_F025,xxx,Thanks.
3748,Ses03F_impro04_M020,xxx,[LAUGHTER]
3749,Ses03F_impro04_F026,fru,[BREATHING]
3750,Ses03F_impro01_F000,xxx,"God, finally I got to the line, the front of the line. I've been waiting there for like half an hour."
3751,Ses03F_impro01_F001,xxx,[BREATHING] It's so hot in here. Hoo.
3752,Ses03F_impro01_M000,xxx,Yeah.
3753,Ses03F_impro01_M001,neu,"Oh, um-"
3754,Ses03F_impro01_F002,neu,What's wrong?
3755,Ses03F_impro01_M002,neu,"You didn't fill this out right. All right. It says that you have to fill out the back sheet of this, but you filled out the yellow sheet of it."
3756,Ses03F_impro01_F003,fru,"No, no, no, no, no, no. The lady over there, she told me to fill out the front and she said to wait in this line."
3757,Ses03F_impro01_M003,neu,Who?
3758,Ses03F_impro01_F004,fru,I don't know. Some lady. Sonya or something.
3759,Ses03F_impro01_M004,neu,She- she probably doesn't even work here.
3760,Ses03F_impro01_F005,fru,"Excuse me? No, no. I waited in the line over there.."
3761,Ses03F_impro01_M005,neu,All right  Uh-
3762,Ses03F_impro01_F006,fru,and she told me to come over here and she said to fill out everything on the application and I did that.
3763,Ses03F_impro01_M006,fru,It's not right.
3764,Ses03F_impro01_F007,fru,"Look, I-- No, no, no, I--you don't understand. I have to go back to work."
3765,Ses03F_impro01_M007,fru,You just take--all right.
3766,Ses03F_impro01_M008,fru,"Well, you didn't fill this paper at work out right and it's going to take another fifteen minutes to do it and look at how long the line we got here so just-"
3767,Ses03F_impro01_F008,fru,I am not-
3768,Ses03F_impro01_M009,fru,"okay, just go back and fill it out real quick and I'm sorry, you have to get back in line and wait. I can't let you cut."
3769,Ses03F_impro01_F009,fru,But you don't understand. I cannot get back in line because I have to go back to work. I will get fired if I don't leave here.
3770,Ses03F_impro01_M010,xxx,"Well, maybe you should have got here earlier than so you had a lot of time to do this."
3771,Ses03F_impro01_F010,xxx,But I was at work and the lady told me to come and work it and to stand in the line.
3772,Ses03F_impro01_M011,xxx,I don't know who this lady is.
3773,Ses03F_impro01_F011,fru,[LAUGHTER]
3774,Ses03M_script03_2_M000,neu,Yes.  The real cause of that rile was Peter Burden.
3775,Ses03M_script03_2_F000,neu,"Oh, come on, you knew there was nothing in that."
3776,Ses03M_script03_2_M001,xxx,I knew nothing of the sort.  You took presents from him.
3777,Ses03M_script03_2_F001,ang,Presents?  A trivial little broach.
3778,Ses03M_script03_2_M002,xxx,Mmm Hmm.  I remember it well.  Bristling with diamonds in the worst possible taste.
3779,Ses03M_script03_2_F002,xxx,Not at all.  It was very pretty.  I still have it and I wear it often.
3780,Ses03M_script03_2_M003,ang,You went out of your way to torture me over Peter Burden.
3781,Ses03M_script03_2_F003,neu,No I didn't.  You made up the whole thing in your jealous imagination.
3782,Ses03M_script03_2_M004,ang,You must admit he was in love with you.
3783,Ses03M_script03_2_F004,neu,Just a little perhaps but nothing serious.
3784,Ses03M_script03_2_M005,ang,You let him kiss you. You said so.  What of it?
3785,Ses03M_script03_2_F005,xxx,Well what of it?
3786,Ses03M_script03_2_F006,neu,"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me."
3787,Ses03M_script03_2_M006,ang,And what about me?
3788,Ses03M_script03_2_F007,xxx,"Well, if you hadn't been so suspicious and nosey you would've never known anything."
3789,Ses03M_script03_2_M007,ang,"Oh, that's a nice point of view I must say."
3790,Ses03M_script03_2_F008,xxx,"Look, I'm bored with this conversation."
3791,Ses03M_script03_2_M008,ang,"Yeah, so am I.  Bored stiff."
3792,Ses03M_script03_2_M009,neu,You want some brandy?
3793,Ses03M_script03_2_F009,xxx,No thanks.
3794,Ses03M_script03_2_M010,neu,I'll have a little I think.
3795,Ses03M_script03_2_F010,ang,I don't know why you want it.  You've already had two glasses.
3796,Ses03M_script03_2_M011,ang,No particular reason.  Anyhow they were very small ones.
3797,Ses03M_script03_2_F011,ang,I don't see what you have to go on and on with this kind of thing.
3798,Ses03M_script03_2_M012,ang,Oh my...just because I just...okay...
3799,Ses03M_script03_2_M013,xxx,...having three small minute liquor glasses in the evening is hardly going on and on and on.
3800,Ses03M_script03_2_F012,neu,It's become a habit with you.
3801,Ses03M_script03_2_M014,ang,You needn't be so grand just because you don't happen to want any yourself at the moment.
3802,Ses03M_script03_2_F013,xxx,Don't be so stupid.
3803,Ses03M_script03_2_M015,fru,Really Amanda.
3804,Ses03M_script03_2_F014,ang,What?
3805,Ses03M_script03_2_M016,fru,Nothing.
3806,Ses03M_script03_2_F015,xxx,[BREATHING]
3807,Ses03M_script03_2_M017,fru,Going out somewhere dear?
3808,Ses03M_script03_2_F016,neu,"No, just making myself beautiful for you."
3809,Ses03M_script03_2_M018,xxx,That reply has broken my heart.
3810,Ses03M_script03_2_F017,neu,That's the woman's job to lure the man.  Watch me a moment won't you?
3811,Ses03M_script03_2_M019,neu,Actually that's perfectly true.
3812,Ses03M_script03_2_F018,xxx,No it isn't.
3813,Ses03M_script03_2_M020,neu,Yes it is.
3814,Ses03M_script03_2_F019,xxx,"Oh, be quiet."
3815,Ses03M_script03_2_F020,xxx,I think you should have some more brandy...
3816,Ses03M_script03_2_M021,neu,I think that
3817,Ses03M_script03_2_F021,xxx,...cause really
3818,Ses03M_script03_2_F022,xxx,it doesn't seem to be working on you.
3819,Ses03M_script03_2_M022,xxx,"perhaps maybe you should've had more brandy, it might've made you a little less disagreeable."
3820,Ses03M_script03_2_F023,xxx,Well it really hasn't worked wonders with you.
3821,Ses03M_script03_2_M023,xxx,"Hmm, snap, snap, snap like a little adder."
3822,Ses03M_script03_2_F024,ang,"Adders don't snap, they sting."
3823,Ses03M_script03_2_M024,xxx,Yes they do.  They have a bag of venom behind their fangs and they snap.
3824,Ses03M_script03_2_F025,ang,They sting.
3825,Ses03M_script03_2_M025,fru,They snap.
3826,Ses03M_script03_2_F026,xxx,I don't care.  I don't care.  Do you understand?  I don't care if they roll around and bark like hoops.
3827,Ses03M_script03_2_M026,xxx,Did you see much of Peter Burden after our divorce?
3828,Ses03M_script03_2_F027,xxx,"Yes, I did.  Quite a lot."
3829,Ses03M_script03_2_M027,xxx,I suppose you let him kiss you a great deal more then?
3830,Ses03M_script03_2_F028,ang,Mind your business.
3831,Ses03M_script03_2_M028,xxx,"Mmm, you must've had a riotous time.  No restraint at all, very enjoyable.  You never had much anyhow."
3832,Ses03M_script03_2_F029,ang,You're quite insufferable.  I expect it's because you're drunk.
3833,Ses03M_script03_2_M029,ang,I'm not in the least bit drunk.
3834,Ses03M_script03_2_F030,ang,You've always had a weak head.
3835,Ses03M_script03_2_M030,ang,"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk."
3836,Ses03M_script03_2_F031,ang,"On the contrary, a child of two can get violently drunk off just one glass of brandy."
3837,Ses03M_script03_2_M031,ang,"Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?"
3838,Ses03M_script03_2_F032,ang,Shut up.
3839,Ses03M_script03_2_M032,ang,We might be able to bring up a splendid little debate about this intemperate tots.
3840,Ses03M_script03_2_F033,ang,"Not very funny dear.  In fact, maybe you better have some more brandy."
3841,Ses03M_script03_2_M033,ang,"Oh, thanks.  I think I will."
3842,Ses03M_script03_2_M034,ang,You better turn that off.
3843,Ses03M_script03_2_F034,xxx,Why?
3844,Ses03M_script03_2_M035,xxx,Because people upstairs will get annoyed.
3845,Ses03M_script03_2_F035,xxx,There aren't any people upstairs.  This is a photographer's studio.
3846,Ses03M_script03_2_M036,xxx,Well there are people downstairs I suppose.
3847,Ses03M_script03_2_F036,neu,They are away in Tunis.
3848,Ses03M_script03_2_M037,xxx,"Oh, this is no time to be in here for Tunis."
3849,Ses03M_script03_2_F037,fru,"Turn it on again, please."
3850,Ses03M_script03_2_M038,ang,No I'll do no such thing.
3851,Ses03M_script03_2_F038,ang,Very well.  If you insist on being a boorish and idiotic.
3852,Ses03M_script03_2_M039,ang,"Come on, turn it off.  It's driving me mad."
3853,Ses03M_script03_2_F039,ang,You are far too temperamental.  Try to control yourself.
3854,Ses03M_script03_2_M040,ang,Turn it--Turn it off.
3855,Ses03M_script03_2_F040,ang,Go away.  Go away.  I hate you.
3856,Ses03M_script03_2_M041,ang,Very amusing indeed.
3857,Ses03M_script03_2_F041,ang,"I hate you.  Listen I'm sick and tired of listening to you, you sadistic bully."
3858,Ses03M_script03_2_M042,ang,"You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again."
3859,Ses03M_script03_2_F042,ang,"This is the end.  Understand?  This is the end, here and now, forever and always."
3860,Ses03M_script03_2_M043,ang,You're not going nowhere. No you're not.
3861,Ses03M_script03_2_F043,ang,"Oh, yes I am. Yes I am and you can't stop me."
3862,Ses03M_script03_2_M044,ang,Just shut up.
3863,Ses03M_script03_2_M045,ang,shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.
3864,Ses03M_script03_2_F044,ang,"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-"
3865,Ses03M_script03_2_F045,ang,Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.
3866,Ses03M_script03_2_M046,ang,Oh.
3867,Ses03F_script01_1_F000,xxx,What's he going to say? Maybe we ought to talk to him before he sees it.
3868,Ses03F_script01_1_M000,neu,He saw it.
3869,Ses03F_script01_1_F001,xxx,"What-how did he see it? I mean, I was the first one up. He was still in bed."
3870,Ses03F_script01_1_M001,neu,He was out there when it happened.
3871,Ses03F_script01_1_F002,xxx,When?
3872,Ses03F_script01_1_M002,neu,"Um, about four this morning. Uh- I heard a crack and I looked out and I saw him standing there."
3873,Ses03F_script01_1_F003,xxx,What was he doing out at four in the morning?
3874,Ses03F_script01_1_M003,neu,I don't know. But after it cracked he went back in the house and he cried in the kitchen.
3875,Ses03F_script01_1_F004,neu,Did you talk to him?
3876,Ses03F_script01_1_M004,neu,"No, I uh-, I figured the best thing to do was to leave him alone."
3877,Ses03F_script01_1_F005,neu,"He cried hard, huh?"
3878,Ses03F_script01_1_M005,neu,I could hear it right through the floor.
3879,Ses03F_script01_1_F006,xxx,What was he doing out there at that time? He was dreaming about him again. He's walking around at night again.
3880,Ses03F_script01_1_M006,neu,I guess he is.
3881,Ses03F_script01_1_F007,neu,"Could he-he's acting just like he did after he died, you know?"
3882,Ses03F_script01_1_F008,xxx,What's the meaning in that?
3883,Ses03F_script01_1_M007,neu,I don't know.
3884,Ses03F_script01_1_M008,neu,"But I know one thing, mom. We've made a terrible mistake with dad."
3885,Ses03F_script01_1_F009,xxx,"Well, what do you mean? What?"
3886,Ses03F_script01_1_M009,neu,Being dishonest with him. That kind of thing always pays off and now it's paying off.
3887,Ses03F_script01_1_F010,neu,"What do you mean, dishonest?"
3888,Ses03F_script01_1_M010,xxx,You know Larry's not coming back and I know that too. Why do we go on letting him think that we believe with him?
3889,Ses03F_script01_1_F011,fru,"What, you're going to argue with him?"
3890,Ses03F_script01_1_M011,fru,"No, I don't want to argue with him, but it's time that he realized that no one believes that Larry's coming back anymore."
3891,Ses03F_script01_1_F012,fru,You can't tell him that.
3892,Ses03F_script01_1_M012,fru,We got to tell him that.
3893,Ses03F_script01_1_F013,fru,We can't. It just won't work.
3894,Ses03F_script01_1_M013,fru,"You know, for God's sakes it's been three years. No one comes back after three years. It's insane."
3895,Ses03F_script01_1_F014,neu,They do come back.
3896,Ses03F_script01_1_F015,xxx,"I know, but he doesn't know that."
3897,Ses03F_script01_1_F016,xxx,Three years has been a long time.
3898,Ses03F_script01_1_M014,fru,"All right. Just- Sit down, mom. I want to talk to you."
3899,Ses03F_script01_1_F017,ang,"It's those Goddamn newspapers, you know? I mean, it's like every day they come out with this new person that comes along. And the next one's going to be Larry."
3900,Ses03F_script01_1_M015,fru,"All right. All right. Just come on, sit down."
3901,Ses03F_script01_1_F018,fru,What?
3902,Ses03F_script01_1_M016,neu,"You know-you know why I asked Annie here, right?"
3903,Ses03F_script01_1_F019,neu,Why?
3904,Ses03F_script01_1_M017,neu,You know.
3905,Ses03F_script01_1_F020,xxx,"Well, I have an idea, but go on, tell me, what's the story?"
3906,Ses03F_script01_1_M018,neu,I want to ask her to marry me.
3907,Ses03F_script01_1_F021,neu,"Well, that's only your business, Chris."
3908,Ses03F_script01_1_M019,fru,"Come on, you know that's not only my business."
3909,Ses03F_script01_1_F022,fru,"Well, it is. I mean, what do you want me to do? You're grown up; you know what's going on in your mind."
3910,Ses03F_script01_1_M020,neu,So it's all right. I'll just go ahead with it.
3911,Ses03F_script01_1_F023,fru,"Well, you better make sure your father's not- No- I'm just saying."
3912,Ses03F_script01_1_M021,ang,"See, then it's not just my business. God, you have"
3913,Ses03F_script01_1_M022,ang,"-Oh, you infuriate me sometimes. You know, it's not just my business too if dad throws a fit."
3914,Ses03F_script01_1_M023,xxx,God. You have such a talent for ignoring things.
3915,Ses03F_script01_1_F024,fru,"Yeah, well I ignore what I got to ignore."
3916,Ses03F_script01_1_F025,fru,And she-she's Larry's girl.
3917,Ses03F_script01_1_M024,xxx,"No, she is not Larry's girl."
3918,Ses03F_script01_1_F026,fru,"Well, from your father's point of view she is. I mean, he's still alive. You've got no right to take her."
3919,Ses03F_script01_1_F027,xxx,"If you go on from that point, I don't know where you go."
3920,Ses03F_script01_1_F028,fru,"'Cause listen, I'm telling you, I don't know where to go from there. Do you?"
3921,Ses03F_script01_1_M025,xxx,"Oh, I don't know."
3922,Ses03F_script01_1_F029,fru,What do you want from me?
3923,Ses03F_script01_1_M026,sad,"Every time I reach out for something I have to pull back because other people will suffer. My whole entire life, time and time after time."
3924,Ses03F_script01_1_F030,neu,You're a considerate fella and there's nothing wrong in that.
3925,Ses03F_script01_1_M027,ang,To hell with that.
3926,Ses03F_script01_1_F031,neu,There's nothing wrong with it.
3927,Ses03F_script01_1_M028,neu,I didn't ask Annie yet.
3928,Ses03F_script01_1_F032,fru,You didn't ask her yet?
3929,Ses03F_script01_1_M029,neu,I wanted to get this settled first.
3930,Ses03F_script01_1_F033,xxx,"Well, how do you know she's going to marry you? I mean, what if she feels the same way as your father?"
3931,Ses03F_script01_1_M030,neu,Well then I guess it's over then. But from her letters I think she's forgotten him.
3932,Ses03F_script01_1_M031,neu,"I'll find out. But then after it's all over we'll thrash it out with dad, right?"
3933,Ses03F_script01_1_M032,fru,"Mom, don't avoid me."
3934,Ses03F_script01_1_F034,fru,"You know, the trouble is you've never had enough women. No, you never did."
3935,Ses03F_script01_1_M033,fru,So what? I'm not fast with women.
3936,Ses03F_script01_1_F035,fru,I don't understand why it has to be her.
3937,Ses03F_script01_1_M034,neu,Because it is.
3938,Ses03F_script01_1_F036,fru,"That's a good answer, but it doesn't answer anything."
3939,Ses03F_script01_1_M035,fru,I just-
3940,Ses03F_script01_1_F037,fru,"I mean, you haven't seen her since the war. I mean, it's been five years."
3941,Ses03F_script01_1_M036,neu,It just is. I-
3942,Ses03F_script01_1_M037,fru,"I grew up with her. Okay. All these years, when I think of someone I want to be my wife I think of Annie. What do you want, a diagram?"
3943,Ses03F_script01_1_F038,fru,"No, I don't want a diagram."
3944,Ses03F_script01_1_F039,fru,"He thinks he's coming back. You go-go on and marry her, I mean, you're pronouncing her dead. And what's going to happen to your father, huh? I don't know. Do you?"
3945,Ses03F_script01_1_M038,fru,"Okay. All right, then."
3946,Ses03F_script01_1_F040,fru,"Just, listen. Give it more thought, is all."
3947,Ses03F_script01_1_M039,fru,"No, I've given it three years of thought."
3948,Ses03F_script01_1_M040,xxx,And I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.
3949,Ses03F_script01_1_M041,neu,But if I can't have that here then I'll get out.
3950,Ses03F_script01_1_F041,xxx,What the hell is this?
3951,Ses03F_script01_1_M042,neu,I'll get out. I'll marry her somewhere else. Maybe New York.
3952,Ses03F_script01_1_F042,xxx,You're crazy.
3953,Ses03F_script01_1_M043,xxx,I've been a sucker too long. I'm through with it.
3954,Ses03F_script01_1_F043,fru,You're what-you're going to leave the business? But you can't do that. What the hell is this?
3955,Ses03F_script01_1_M044,fru,The business. The business doesn't inspire me.
3956,Ses03F_script01_1_F044,fru,"Oh, you have to be inspired."
3957,Ses03F_script01_1_M045,ang,Yes. I like it an hour out of the day. If I have to grub for money all day long at least that evening I want it beautiful. I want a wife. I want a family. I want some kids. I want to build something I can give myself to.
3958,Ses03F_script01_1_M046,ang,"Now, Annie's in the middle of all that."
3959,Ses03F_script01_1_M047,neu,"Now, where do I find it?"
3960,Ses03F_script01_1_F045,neu,Tell me something.
3961,Ses03F_script01_1_F046,neu,You'd leave that business.
3962,Ses03F_script01_1_M048,neu,Yes. On this I would.
3963,Ses03F_script01_1_F047,fru,You can't do that.
3964,Ses03F_script01_1_M049,neu,Then help me stay here.
3965,Ses03F_script01_1_F048,fru,"All right, but you can't do that. You can't talk like that."
3966,Ses03F_script01_1_M050,neu,Okay. Just-
3967,Ses03F_script01_1_F049,fru,"We've worked all our lives for you. Only for you, Chris. The whole shootin' match is for you."
3968,Ses03F_script01_1_M051,fru,"Yeah, I know, I know, just help me stay here, all right?"
3969,Ses03F_script01_1_F050,neu,I'm going to.
3970,Ses03F_script01_1_F051,xxx,You just can't talk like that.
3971,Ses03F_script01_1_M052,neu,I am thinking like that.
3972,Ses03F_script01_1_F052,neu,"I don't know you, do I?"
3973,Ses03F_script01_1_M053,neu,"No, you don't. I'm a pretty tough guy."
3974,Ses03F_script01_1_F053,neu,Yeah. I can see that.
3975,Ses03F_impro08_M000,ang,"Hey, you stupid dumb shit machine, give me a fucking operator, huh?"
3976,Ses03F_impro08_F000,neu,"Hello sir, can I help you?"
3977,Ses03F_impro08_M001,xxx,"Yeah, I've been on the-with the machine for like thirty minutes--"
3978,Ses03F_impro08_M002,xxx,"trying to get an answer, and no one's given me an answer.  So what are you going to do about it?"
3979,Ses03F_impro08_F001,neu,I [GARBAGE]
3980,Ses03F_impro08_F002,neu,"Yes, sir, I'm very sorry, but we've had some trouble here.  There's been a lot of calls and the system has-"
3981,Ses03F_impro08_M003,xxx,"Fuck, do you think I have all day?  Jesus"
3982,Ses03F_impro08_F003,neu,"Sir, please calm down.  There's no reason to use profanity like that.  It's not-"
3983,Ses03F_impro08_M004,fru,"Fine, sorry.  Okay, my phone's been on the fritz for like three days.  I can't get any incoming calls. What- What is going on?"
3984,Ses03F_impro08_F004,neu,"Okay, and this is for Verizon? Your provider?"
3985,Ses03F_impro08_M005,xxx,Yeah.
3986,Ses03F_impro08_F005,neu,"Well, um- we have a little problem with the system going on.  One of our satellites is down, and I-"
3987,Ses03F_impro08_M006,ang,You know what?  I'm just going to- Patient?  I'm a busy man.
3988,Ses03F_impro08_F006,neu,"You're going to have to just be patient with us, sir, as we"
3989,Ses03F_impro08_F007,neu,"Well, I know sir, and we all are busy."
3990,Ses03F_impro08_F008,neu,But I'm going to definitely have to- uh--get your contact information
3991,Ses03F_impro08_M007,ang,"-have to, have to what?"
3992,Ses03F_impro08_M008,ang,What?  It's my phone.  You can't even call me on it. I don't have another phone.
3993,Ses03F_impro08_F009,neu,"Okay, well, if you would like, um- we will be turning on the systems in probably about ten hours."
3994,Ses03F_impro08_M009,ang,What?  Are you kidding me?
3995,Ses03F_impro08_F010,neu,"Sir, I'm very sorry, but this is the way it is.  This- We have no control over it.  It's going to take-  -but you have to be patient with us.  You can use a calling card.  We will give you a free calling card to use."
3996,Ses03F_impro08_M010,ang,"Oh, my God."
3997,Ses03F_impro08_M011,ang,I- I'm going to kill myself right now.
3998,Ses03F_impro08_M012,ang,A free calling card?
3999,Ses03F_impro08_F011,neu,"Do you have a land line, sir?"
4000,Ses03F_impro08_M013,xxx,"No, I don't have a land line."
4001,Ses03F_impro08_F012,neu,"Okay, well, we will send you- We will reimburse you for the amount of minutes that you-"
4002,Ses03F_impro08_F013,neu,-on average would use.
4003,Ses03F_impro08_M014,ang,"That's it? Okay, yeah.  What else?"
4004,Ses03F_impro08_F014,neu,"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir."
4005,Ses03F_impro08_M015,ang,"Okay, I need more than this.  Are you going to give me a little bit more?"
4006,Ses03F_impro08_F015,neu,"No, we don't just give you things.  We're- we're-"
4007,Ses03F_impro08_F016,neu,we compensating you for all your-
4008,Ses03F_impro08_M016,fru,So you take things from me and you expect me just to wait around.
4009,Ses03F_impro08_F017,fru,"No no, we're not taking anything from you sir.  This is- This is unbeknownst to us.  The problem had just happened."
4010,Ses03F_impro08_F018,fru,The satellite-is down in your area.
4011,Ses03F_impro08_M017,fru,"Okay, so you think you're going to-  -get me back some minutes, and that's going to make up for three days of business that I lost?  Okay, great."
4012,Ses03F_impro08_F019,fru,"No, three days, sir.  It's not three days. It's- It's only been about a day now. Let's not exaggerate."
4013,Ses03F_impro08_M018,fru,"No, it's been--three days."
4014,Ses03F_impro08_M019,fru,"Fine, it's been a day.  Okay?"
4015,Ses03F_impro08_F020,neu,Three days?
4016,Ses03F_impro08_F021,neu,A day?
4017,Ses03F_impro08_M020,xxx,A day's worth of business.  You know how much I make in a day?
4018,Ses03F_impro08_F022,neu,"I don't know, sir."
4019,Ses03F_impro08_M021,neu,About three million dollars.
4020,Ses03F_impro08_F023,neu,"Oh, well, I'm sorry about that. Umm- We-"
4021,Ses03F_impro08_M022,xxx,"So, you're going to give me back ten dollars worth of minutes--"
4022,Ses03F_impro08_M023,xxx,-to make up the three million dollars.
4023,Ses03F_impro08_F024,neu,"Well, ten hours worth of minutes--"
4024,Ses03F_impro08_F025,neu,is what's going to happen.
4025,Ses03F_impro08_M024,xxx,"Ten hours? So, basically, a day's worth of minutes which I pay forty dollars a month from it."
4026,Ses03F_impro08_F026,neu,"Sir,"
4027,Ses03F_impro08_M025,xxx,So you're giving me a dollar back.
4028,Ses03F_impro08_F027,neu,"what I would like what I'm advising you to do now is just to write down all of your problems that you-you feel that--You know, haven't been addressed, fax it to us-"
4029,Ses03F_impro08_M026,fru,"Oh, my God."
4030,Ses03F_impro08_F028,neu,and we will take care of it if anything happens.  But all we can do now is ask for your patience.
4031,Ses03F_impro08_F029,neu,Okay? Thank you for calling.  Goodbye.
4032,Ses03F_script01_2_F000,ang,Why did you invite her here?
4033,Ses03F_script01_2_M000,xxx,Why? Does that bother you?
4034,Ses03F_script01_2_F001,ang,She's been in New York for three-and-a-half years. She don't just suddenly come and-
4035,Ses03F_script01_2_M001,neu,"Well, maybe, maybe he just wanted to see her."
4036,Ses03F_script01_2_F002,ang,You don't travel seven hundred miles just to see.
4037,Ses03F_script01_2_M002,xxx,"What do you mean? They lived next door to each other their entire lives. Why shouldn't he want to see her? Hey, don't look at me like that. I don't know anymore than you do."
4038,Ses03F_script01_2_F003,xxx,He's not going to marry her.
4039,Ses03F_script01_2_M003,neu,How do you know he's even thinking about it?
4040,Ses03F_script01_2_F004,ang,It's got that about it.
4041,Ses03F_script01_2_M004,neu,"Well, so what?"
4042,Ses03F_script01_2_F005,xxx,"What's going on here, Joe?"
4043,Ses03F_script01_2_M005,fru,"Listen, kid-"
4044,Ses03F_script01_2_F006,ang,She's not Larry's girl. She knows that.
4045,Ses03F_script01_2_M006,neu,You can't read her mind.
4046,Ses03F_script01_2_F007,xxx,Then why is she married? Then why isn't she married? She's been in New York and there's hundreds of single men there.
4047,Ses03F_script01_2_F008,xxx,"I'm sure hundreds of them asked her and told her that she's foolish, but no."
4048,Ses03F_script01_2_F009,xxx,She's waited.
4049,Ses03F_script01_2_M007,neu,How do you know why she's waited?
4050,Ses03F_script01_2_F010,xxx,"Because she thinks like me, that's why."
4051,Ses03F_script01_2_F011,sad,"She's faithful as a rock, don't you know. In my worst moments I can think of her-"
4052,Ses03F_script01_2_F012,xxx,"I think again, that I'm-I'm right."
